binding_id,kind,translated_text,cn_annotations,review_scope,jp_utf8_sha256,en_utf8_sha256
pm:vm:photonmelodies11.rio.004:1015106108:00000716:00001,cvm,……………………。<01>,[],layout_only,efa30788584cfea7ade60ccc37d7fc6cda943e64935eb133252c341159e58e05,0b3d7aae4004dc9b91522cf9245f879b48b6a3b3d3c28ecbba043ba8207a6df9
pm:vm:photonmelodies11.rio.004:1015106108:00000760:00002,cvm,为什么…………。<01>,[],layout_only,dd77bf1862a051385902d628cb957f4921950467ba8b62b1ff2ae733ae95aa45,3b4e40325afc196a16d3a653a1520cdcc1bb3d870a2ef508b0c2b531964ca6a4
pm:vm:photonmelodies11.rio.004:1015106108:00000804:00003,cvm,为什么我又回到这里来了？<01>,[],layout_only,620b654ba8212ebda9f6573ca40821a3c9ad40fee4c7b0b77f92e40c070f777e,bf566d8329cd962c59d7c2be27faf9e4dfc05b617867c65d6b0197fa5575562b
pm:vm:photonmelodies11.rio.004:1015106108:00000848:00004,cvm,正如夕呼老师所说，难道我真的患上泳装依赖症了！？<01>,[],layout_only,1aee61b3f7765f081297b5564c45b4aea6eb4a4f5b496fd592df57148d1bee80,2b984a1672fca39b3f17b1e36829419d895c583072ccb34dc13ada7edd5e197b
pm:vm:photonmelodies11.rio.004:1015106108:00000892:00005,cvm,唉…………她肯定又要说我什么了吧…………。<01>,[],layout_only,9619698c3430400cecec388a04d5c8e0db1653b452053f451b23092c6ac50ce0,297d6c590b2281ff4e0535f0eada43950352bfe26397adff9bdbefb6760de3cc
pm:vm:photonmelodies11.rio.004:1015106108:00000948:00006,cvm,【声音】「啊哈哈哈…………」<01>,[],layout_only,cb18db102490ecd19df182237f75acfadfba150759b64b79f298ea4944fd648f,b198c460735a1a6ccc1c7aaa29ca7ab4f3fe642bd9e5c606c14ea20806bb88d1
pm:vm:photonmelodies11.rio.004:1015106108:00001004:00007,cvm,【声音】「呵呵呵…………」<01>,[],layout_only,39ae1893a043f7c63c1674564483ff240d82ff62d28e4080dff455f245899967,ae869bc648e58b90f017fcc489c66e45aa6b6e1dc0b5017cf9c336b5528f13d1
pm:vm:photonmelodies11.rio.004:1015106108:00001060:00008,cvm,【声音】「哦呵呵呵…………」<01>,[],layout_only,dc92d1a826f90c3d95cb88064e09ac1a93465372b730424aa3f7333b43b512bf,3e32de5106c110e6dd9a42b1de8c8d4e6f2688386451ac62c303b81ce059d237
pm:vm:photonmelodies11.rio.004:1015106108:00001104:00009,cvm,【武】「嗯？什么事？」<01>,[],layout_only,fdd858e0d8b01b79248112a6805d2fc8fc3e44350f88852ec491f64494a0b798,8900ceec6427dc8c82ba148d1d9c2aad6dff38e79acdc4196e9e2624533d7989
pm:vm:photonmelodies11.rio.004:1015106108:00001396:00010,cvm,【麻理茉】「来，接招！」<01>,[],layout_only,4a61fd6351856ef2eea8f5d696723737fb11b9511c5068ab7b47647d4f37cd9e,45c6b8ddf32051d54fc6e53602dd0bbf69b0fa3dd5078816f0fa5560e5d9b266
pm:vm:photonmelodies11.rio.004:1015106108:00001452:00011,cvm,【伊露玛】「好——！接招！」<01>,[],layout_only,4976fe2c5829a78df9637b7b8304d974685f59f2c1f4a9261341db69dc3e16a0,fc0aeb1f84ffb6e61094f584e91175b1a2940553e0d998a3ad8120f3336ccccb
pm:vm:photonmelodies11.rio.004:1015106108:00001508:00012,cvm,【皮亚蒂芙】「啊哈哈哈…………」<01>,[],layout_only,4bd76bce1e249a033d4aeaedefaa7574fb8b9715c74ee31c4a6eeb6a351c131f,5c41c74a85819c655eb719aaca42019b35c40c54f422d90a80baee4965105afd
pm:vm:photonmelodies11.rio.004:1015106108:00001552:00013,cvm,……………………。<01>,[],layout_only,efa30788584cfea7ade60ccc37d7fc6cda943e64935eb133252c341159e58e05,0b3d7aae4004dc9b91522cf9245f879b48b6a3b3d3c28ecbba043ba8207a6df9
pm:vm:photonmelodies11.rio.004:1015106108:00001608:00014,cvm,【麻理茉】「呀！」<01>,[],layout_only,75c513011cfaca5f1973a2368f0952d89374b515f522bef2e98c55269f62df2b,e358ee5cf78e33fe3ddc187565c9f765cd3b6b6fdb4247cfe706f198b2999500
pm:vm:photonmelodies11.rio.004:1015106108:00001664:00015,cvm,【伊露玛】「成功啦！」<01>,[],layout_only,eabe372495c5522f131adcaa30d683310d1b97ee8d4b5912c2dd2a8c88a3dc90,6610bdb6d3685b82f25513272eafed44a7ee10cd0535d30ad61f277eabfa83bc
pm:vm:photonmelodies11.rio.004:1015106108:00001720:00016,cvm,【皮亚蒂芙】「神宫司老师，<0A>再这样下去就要垫底了哦～？」<01>,[],layout_only,49d4e45e2b927d83aabd06ee8248b4de765e02063cfa197404ee84f2d370a52a,02d42dac9a8be0a60516a2d1a23102462d927a538fd87eee2cd2db38a5877810
pm:vm:photonmelodies11.rio.004:1015106108:00001776:00017,cvm,【麻理茉】「你们等着瞧，<0A>接下来我就要反败为胜了哦～」<01>,[],layout_only,d22b99b3796591451d4c4548bcb346342e04798078dac575f466600f679724fc,25c94c551f56580b89915e3a48e5ecda3267b92edb3fa8fd8f383fb19a6adcca
pm:vm:photonmelodies11.rio.004:1015106108:00002084:00018,cvm,【声音】「啊哈哈哈…………」<01>,[],layout_only,cb18db102490ecd19df182237f75acfadfba150759b64b79f298ea4944fd648f,b198c460735a1a6ccc1c7aaa29ca7ab4f3fe642bd9e5c606c14ea20806bb88d1
pm:vm:photonmelodies11.rio.004:1015106108:00002140:00019,cvm,【声音】「呵呵呵…………」<01>,[],layout_only,39ae1893a043f7c63c1674564483ff240d82ff62d28e4080dff455f245899967,ae869bc648e58b90f017fcc489c66e45aa6b6e1dc0b5017cf9c336b5528f13d1
pm:vm:photonmelodies11.rio.004:1015106108:00002196:00020,cvm,【声音】「哦呵呵呵…………」<01>,[],layout_only,dc92d1a826f90c3d95cb88064e09ac1a93465372b730424aa3f7333b43b512bf,3e32de5106c110e6dd9a42b1de8c8d4e6f2688386451ac62c303b81ce059d237
pm:vm:photonmelodies11.rio.004:1015106108:00002240:00021,cvm,【武】「……………………」<01>,[],layout_only,770975bc8d76964cd0683d1a3ba2ec947971272f34819d29aa5c66d3964a88d7,6a17c608647a040376434d02fd50f1e4124a141fe417bdc98ba4d3f27bdee35c
pm:vm:photonmelodies11.rio.004:1015106108:00002488:00022,cvm,这是怎么回事…………。<0A>我，难道误入极乐世界了吗？<0A>感觉空气无比清新。<01>,[],layout_only,6a21157060d4835ecad7503cd6f81fb7889153f9b28484106339ac3761205a12,f0f9a90fabe933fed2ec938bb7bfdb1a967149785a4aed53806b934ecb29851d
pm:vm:photonmelodies11.rio.004:1015106108:00002532:00023,cvm,美丽的天女们，正在水边嬉戏…………啊，<0A>看着那发自内心的笑容，<0A>我的心仿佛也要被净化了。<01>,[],layout_only,f5cf0d9bb18f031f96bd0230b99757ddcebaadf33504d58eedd034657a240ee3,c9a13bb2961f6978a04c11c1c18e1414078cf2377bdabcfed792a05d2b153c33
pm:vm:photonmelodies11.rio.004:1015106108:00002576:00024,cvm,我打心底里就是这么觉得的…………。<01>,[],layout_only,2d000af2fca923132b489e85e18af86e75c1a03bc7079339df7b46925ee242b8,3749c167dec3e7eab6fbb7ce75707aebd65ffd4237623953b259e7b1fb1fbf8e
pm:vm:photonmelodies11.rio.004:1015106108:00002800:00025,cvm,这里，到底发生了什么？<01>,[],layout_only,0769eb50fd6650136a70713bae0634402ba01ef9d62e92843f2ec18d0a49f533,992a58950b4ba3cebf5d47a3af7b5989856516b01b4ec05a1fe65e16c005704c
pm:vm:photonmelodies11.rio.004:1015106108:00002844:00026,cvm,咦…………？夕呼老师不在吗？<01>,[],layout_only,4d222089d466682ec53dfe654fdfabd6104c2ccaef65604e516467f612e25e1c,11227f7d30cbe95d9f522cc6ec9671705fc2af2c343c3c57c618bba235177a17
pm:vm:photonmelodies11.rio.004:1015106108:00003096:00027,cvm,【伊露玛】「哎呀，这不是白银同学吗。<0A>怎么了？」<01>,[],layout_only,64dc34c070c49ffe8e393c4dec1add99bf735a1b2efcb335653b87bebed1471d,0f93430535937ee3924e79dab58acfd8cec6ba71bbc587b72f39db37c97f956c
pm:vm:photonmelodies11.rio.004:1015106108:00003404:00028,cvm,【皮亚蒂芙】「真是的。<0A>你真的患上泳装依赖症了？」<01>,[],layout_only,ef15c46ed27b440d96974cb0f6a6cbd343534903979c484ed64d24b3f8207722,e2cd006272424eda80da1210f37c0901e5f8b4d12515624e7f3d550e5b161584
pm:vm:photonmelodies11.rio.004:1015106108:00003636:00029,cvm,【麻理茉】「喂喂，别太欺负我的学生哦？」<01>,[],layout_only,7227318edf8e7a2dc56aafe0ed5b48edf657e6a339af5aee171e0e06c126dc75,fcd25f3ad01447b6150ce5c3076853feedcc8fba977443690e93a0029ab4f0e5
pm:vm:photonmelodies11.rio.004:1015106108:00003692:00030,cvm,【伊露玛】「呵呵，好～」<01>,[],layout_only,842905a7c55d035495957e96104311b2b0a1256644f10412b695c1de8ceebaad,423c80b50e93eed081fcb1f6ff8681df483c7d9ecf0a84e2c598a5a33e18da87
pm:vm:photonmelodies11.rio.004:1015106108:00003912:00031,cvm,【武】「到、到底怎么回事？」<01>,[],layout_only,14f07063b23e9e2d93f0af4a0cc4f9bd5dcd7a93cfa8b39446a54fe5a9055d07,cfa771bd5fab17d5023fe0caaf6dcc0efb67cfe559c898142a453f55e7433081
pm:vm:photonmelodies11.rio.004:1015106108:00004144:00032,cvm,【皮亚蒂芙】「香月老师睡着了。<0A>所以我们大家就在一起玩」<01>,[],layout_only,2505f03073e42132e67e2e6c4f82becb58793b8d43b152fe188745350241326d,5a6aeb881f75e91fc1d3846189fb38cc6916a98fb26f7929ebce4c1376cad637
pm:vm:photonmelodies11.rio.004:1015106108:00004200:00033,cvm,【伊露玛】「是啊…………<0A>和同甘共苦的伙伴们一起…………呵呵…………」<01>,[],layout_only,51908b8377479ed176193dd6909c9af52d8bb65f270f3446151383fddb534cbf,2873f6168f29fb7a5349cd80315b87e824a8fa3d85146032ca9a40076e82aa87
pm:vm:photonmelodies11.rio.004:1015106108:00004560:00034,cvm,【武】「咦？」<01>,[],layout_only,77e63d069d95aabd948bf49f0d1875e61a92335dbc417006761d81674ec8c185,b55249e3c0ee06935938d08a2f8a65d886e446dd4c309f96d3566d3e47b2f343
